gene_symbol,statistic,dm,p.value,mean_pnet,mean_norm,pval_log
ZNF446,-1.0777764259454696,-0.029518607738263494,0.30072694530682564,0.06823332259036169,0.09775193032862518,0.5218276571213313
ZNF454,-2.1583086250265904,-0.1141267219518837,0.050188654349319996,0.12658637621661997,0.24071309816850367,1.299394448400417
ZNF460,-0.21865275199071668,-0.007591180459065039,0.8303157711586304,0.07331739731921573,0.08090857777828077,0.08075671293533361
ZNF461,0.11771326534478156,0.007132392708910501,0.9080941539204179,0.1597639696232821,0.1526315769143716,0.041869120192364655
ZNF467,-0.010734971004450733,-3.3639260920965974e-4,0.9915978909009769,0.0942056080006108,0.09454200060982046,0.0036644056345929653
ZNF470,-0.1765644062402271,-0.009707423968648557,0.8625715492299324,0.10865970476984896,0.11836712873849752,0.0642048705770568
ZNF471,-0.6911930458139219,-0.0431882440920712,0.5016012352984203,0.0901694787888088,0.13335772288087996,0.299641402634623
ZNF48,-0.749692121284621,-0.02189656707848768,0.46679125787488973,0.07219248972590053,0.09408905680438823,0.3308772860719275
ZNF487,-0.36387547844194595,-0.010605373163166537,0.7218004754212296,0.08763811174770639,0.09824348491087292,0.14158283622393666
ZNF488,-0.3502988615243182,-0.011270498381202587,0.7317250444351265,0.0952540972560125,0.10652459563721509,0.13565208030371184
ZNF496,0.3269739110101905,0.007221891555635893,0.7488926191189835,0.07061764683739628,0.06339575528176039,0.12558044968014673
